,Word,V.Mean.Sum,V.SD.Sum,V.Rat.Sum,A.Mean.Sum,A.SD.Sum,A.Rat.Sum,D.Mean.Sum,D.SD.Sum,D.Rat.Sum
12991,unborn,4.86,2.17,22,5.28,2.02,18,3.95,2.2,21
12992,unbreakable,6.58,1.3,19,4.1,2.05,21,6.13,2.26,23
12993,unbridled,4.63,1.54,19,4.45,2.8,20,5,2.66,20
12994,unbutton,5,2.26,21,5.95,2.19,20,5.48,2.54,21
12995,uncalled,3.86,1.42,21,3.3,1.87,23,3.65,2.06,20
12996,uncanny,5,1.34,20,4.71,2.15,21,5.03,2.14,33
12997,uncertain,3.6,1.31,20,4.45,1.87,22,3.58,2.57,19
12998,uncertainty,3.3,1.69,23,5.27,2.53,22,4.1,2.05,20
12999,unchanged,5,1.33,19,2.68,1.81,22,4.5,2.15,28
13000,uncharted,5.44,1.2,18,5.1,2.3,21,5,1.62,23
13001,uncivilized,3.79,1.75,19,4.95,2.42,20,4.12,2.17,24
13002,uncle,6.5,1.57,22,4.05,2.33,21,5.24,2.44,17
13003,unclean,2.95,1.72,21,4.12,2.56,24,4.19,2.64,21
13004,unclear,3.67,1.35,21,4.19,1.72,21,4.12,2.22,25
13005,uncomfortable,2.7,1.56,20,5.5,2.21,24,3.68,2.02,28
13006,uncommon,5.35,1.5,20,3.2,2.28,20,4.86,1.75,22
13007,uncomplicated,6.33,2.52,21,3.58,2.12,24,6.68,2.48,22
13008,uncompromising,3.95,1.72,21,5.17,2.12,23,4.88,2.49,26
13009,unconditional,6.6,1.47,20,4.1,2.88,21,5.72,2.7,25
13010,unconfirmed,4.72,1.27,18,4.43,1.86,21,3.37,1.83,19
13011,unconscious,3.81,1.72,21,4.55,2.44,22,2.81,1.55,26
13012,uncontrollable,3.84,1.83,19,5.81,2.06,21,2.18,1.26,22
13013,unconventional,5.71,1.87,21,4.8,2.19,20,4.62,1.77,21
13014,uncooperative,2.86,1.46,21,4.8,2.31,20,3.6,2.04,25
13015,uncouth,3.79,1.69,19,4.14,2.03,21,4,2.18,20
13016,uncover,4.89,1.97,19,3.55,2.37,20,6.5,1.46,16
13017,uncut,4.84,1.34,19,3.61,2,18,4.76,1.99,17
13018,undead,3.64,2.57,22,5.27,2.27,26,5,2.38,24
13019,undefeated,6.21,2.44,19,4.32,2.61,22,7.04,2.14,23
13020,undeniable,5.4,1.05,20,3.5,1.82,20,4.68,2.34,22
13021,underage,4.1,2.17,20,3.76,2.02,21,4.28,2.41,25
13022,underbelly,4.42,2.19,19,3.74,2.24,23,5.11,1.88,19
13023,undercover,5.58,2.04,19,3.73,2.29,22,4.96,1.87,23
13024,underdog,5.1,2.27,20,5.38,2.5,21,4.08,2.48,25
13025,underestimate,4.35,1.23,20,4.48,2.6,21,5.08,2.32,24
13026,undergo,3.9,1.48,21,3.88,2.35,25,4.68,2.29,19
13027,undergraduate,5,2.17,21,3.95,1.94,21,6.2,2.25,25
13028,underground,4.7,1.75,20,4.24,2.39,21,5.1,1.76,21
13029,underhanded,3.53,1.98,19,4.33,2.39,21,3.18,2.08,22
13030,underlay,4.64,1.19,25,3.05,2.28,20,4.68,2.03,22
13031,underlying,4.87,1.25,23,4.7,2.45,20,4.72,2.15,25
13032,undermine,3.05,1.47,19,4.21,2.35,19,4.6,2.6,20
13033,underpants,5.18,2.11,22,5.08,2.06,26,5.75,2.33,24
13034,underprivileged,3,1.15,19,3.89,2.19,18,3.35,1.84,17
13035,underrated,5.53,1.12,19,4.64,2.13,22,5.38,1.96,21
13036,undersea,6.38,1.83,21,4.45,2.86,20,3.91,2.47,22
13037,undersecretary,4.71,1.27,21,2.86,1.81,22,4.48,1.87,27
13038,understaffed,4.14,2.06,21,3.95,2.78,20,4.39,2.46,36
13039,understand,6.68,1.84,22,3.52,2.16,21,6.71,1.61,17
13040,understandable,6.5,1.37,22,3.48,2.37,25,6.67,2.1,24
13041,understanding,7.14,1.74,21,3.09,2,23,7.31,1.62,26
13042,understatement,5.42,2.04,19,4.61,2.23,23,4.84,1.68,19
13043,understudy,5,1.14,21,4.13,1.96,23,4.29,1.93,21
13044,undertake,4.21,2.02,19,4.22,2.26,23,5.21,2.12,19
13045,undertaker,3.86,2.03,21,3.82,2.38,22,3.86,2.25,22
13046,undertaking,4.74,1.41,19,3.28,1.87,18,5.53,2.37,17
13047,undertow,4.05,1.15,20,4.46,2.32,24,3.89,2.35,28
13048,underwear,5.35,1.73,20,4.46,2.26,24,5.7,2.43,27
13049,underworld,3.94,1.51,18,5.14,1.98,21,4.26,2,23
13050,undesirable,3,1.73,21,4,2.16,22,3.75,1.89,20
13051,undetectable,5,1.73,21,4.3,2.75,20,4.42,2.52,36
13052,undetected,4.68,1.7,19,3.77,2.09,22,4.19,2.34,21
13053,undetermined,3.67,1.8,21,3.7,2.05,23,3.86,2.37,21
13054,undignified,3.25,1.41,20,4.41,2.11,22,4.53,2.37,19
13055,undiscovered,6,1.8,19,3.83,2.18,18,4.62,2.36,16
13056,undisputed,5.58,2.24,19,4.13,2.01,23,5.53,2.25,19
13057,undisturbed,6.4,1.5,20,2.59,2.22,22,6.56,2.28,27
13058,undivided,5.79,2.07,19,3.52,2.38,21,5.17,2.15,23
13059,undo,5.35,1.23,20,3.52,2.44,21,6.44,2.14,27
13060,undress,6.14,1.74,21,5.96,2.77,23,5.37,2.27,19
13061,undressed,6,2.39,22,5.35,2.67,26,5.65,2.21,23
13062,undue,4.05,1.22,19,3.53,1.91,17,4.24,2.25,17
13063,undying,5.35,1.76,20,4.75,2.63,20,5.27,2.12,22
13064,uneasy,2.86,1.04,22,4.48,2.77,21,3.82,2.08,22
13065,uneducated,3,1.26,20,3.9,2.41,21,5.28,2.69,25
13066,unemployed,2.67,1.83,21,5.26,2.22,23,3.38,2.35,26
13067,unemployment,2.32,1.25,22,5.59,2.92,22,2.95,1.68,19
13068,unending,3.16,1.42,19,4.36,2.72,22,4.77,2.45,22
13069,unethical,2.19,1.36,21,4.25,2.84,20,5.32,3.06,22
13070,uneven,4.45,1.76,20,3.43,2.56,21,3.54,1.93,24
13071,uneventful,4.58,1.64,19,2.56,1.72,18,4.76,2.19,17
13072,unexpected,4.68,1.57,19,5.1,2.65,20,3.39,2.23,23
13073,unexplainable,5,1.37,19,3.94,2.36,17,3.76,2.39,17
13074,unexplained,4.6,1.57,20,4.86,2.32,22,4.12,2.7,26
13075,unexplored,5.77,2.02,22,5.86,2.7,22,5.47,2.2,19
13076,unfair,3.15,1.31,20,3.75,2.8,24,4,2.2,20
13077,unfaithful,2.33,1.75,40,5.59,2.44,41,4.44,2.51,61
13078,unfamiliar,4.14,1.88,22,5.18,2.46,22,4,1.94,19
13079,unfeeling,2.79,1.18,19,3.61,2.5,18,4.42,2.62,24
13080,unfinished,4.24,1.55,21,3.36,2.08,22,5,2.5,27
13081,unfit,2.95,1.39,19,3.77,2.07,22,4.22,2.59,23
13082,unfold,4.23,1.19,22,3.87,2.4,23,5.63,1.77,19
13083,unforeseen,4.5,1.62,18,4,2.68,20,3.08,1.58,25
13084,unforgettable,6.73,1.83,22,5.84,2.67,19,5.86,2.57,21
13085,unforgivable,2.33,1.61,18,6.25,2.43,20,3.56,2.06,25
13086,unforgiving,2.41,1.59,22,4.81,2.3,26,4.29,2.2,24
13087,unfortunate,3.33,1.49,24,3.52,2.35,25,4.21,2.59,19
13088,unfounded,4.18,1.3,22,3.96,2.07,26,4.57,1.97,23
13089,unfreeze,4.29,1.71,21,3.41,1.68,22,4.35,2.18,20
13090,unfriendly,2.3,1.87,20,4.05,2.54,20,4.45,2.72,22
13091,unglued,4.1,1.52,20,4.12,2.6,17,3.95,2.38,22
13092,ungodly,3.5,2.43,18,5.27,2.19,22,4.73,2.47,22
13093,ungrateful,2.68,1.45,19,4.71,2.24,21,4.74,2.82,23
13094,unguarded,4.45,1.57,22,4.33,2.8,21,4.32,1.91,22
13095,unhand,4.11,1.73,19,3.78,2.21,23,4.68,2.37,28
13096,unhappiness,1.89,1.24,19,4.41,2.84,22,2.96,1.95,28
13097,unhappy,1.84,1.07,19,5.1,2.4,42,3.71,2.22,21
13098,unharmed,6.78,1.99,18,2.45,1.54,20,6.5,1.91,20
13099,unhealthy,2.55,1.47,20,4.36,2.11,22,5.11,2.73,19
13100,unheard,4.16,2.01,19,3.18,2.08,22,3.54,1.67,28
13101,unholy,4.08,1.71,25,5.16,2.87,19,4.1,2.83,21
13102,unhook,4.55,1.47,22,3.31,2.05,26,5.75,2.11,24
13103,unicorn,6.86,1.77,21,5.14,2.49,22,5.14,2.26,21
13104,unidentified,4.52,1.81,21,4.89,2.47,19,3.62,2.38,21
13105,unification,6.1,1.83,20,4.33,2.25,18,6.14,1.96,22
13106,unified,6.42,1.26,19,3.57,1.78,21,5.3,2.62,23
13107,uniform,4.37,2.03,19,3.55,1.99,22,4.67,2.58,24
13108,uniformed,4.42,1.64,19,4.25,2.12,20,4.5,2.32,22
13109,unimaginable,4.23,1.38,22,4.65,2.51,26,4.46,2.23,24
13110,unimportant,4.42,1.07,19,3.52,2.34,21,5.32,1.46,22
13111,uninhabited,5.45,2.04,20,3.56,2.04,18,3.79,2.69,24
13112,unintelligible,3.6,1.64,20,3.81,2.09,21,3.4,2.47,25
13113,unintentional,5.25,1.65,20,3.52,2.11,21,3.29,1.71,24
13114,uninterrupted,5.35,1.76,20,3.32,1.91,22,6.74,1.79,19
13115,uninvited,3.35,0.75,20,4.38,2.58,21,3.76,2.67,25
13116,union,5.85,1.27,20,4.05,2.82,20,5.68,1.84,22
13117,unique,7.32,1.11,19,4,2.45,21,6.43,2.39,23
13118,unisex,5.78,2.21,18,4.95,2.84,22,4.36,1.66,28
13119,unison,5.76,1.7,21,3.43,1.9,23,6.22,2.34,18
13120,unit,5.29,1.66,42,3.33,2.31,21,5.18,1.82,44
13121,unite,6.4,1.14,20,3.19,2.52,21,6.85,1.97,27
13122,unity,6.67,1.74,21,4.8,2.65,20,6.66,1.76,35
13123,universal,6.59,2.29,17,4.87,2.83,23,5.53,2.09,19
13124,universe,6.81,1.4,21,3.91,3.23,23,3.7,2.99,20
13125,university,6.95,1.15,20,4.24,2.36,21,5.7,2.58,33
13126,unjust,3.16,1.57,19,6.33,2.2,21,3.05,1.65,22
13127,unkind,2.55,1.54,20,4.24,2.07,21,4.84,2.59,19
13128,unknown,4.85,1.18,20,4.71,2.71,24,3.79,2.39,28
13129,unlawful,2.73,1.83,22,4.46,2.32,26,4.87,2.36,23
13130,unleash,4.6,1.23,20,5.14,2.54,21,5.68,2.23,25
13131,unlikely,3.85,1.6,20,3.82,2.36,22,4.81,2.24,27
13132,unlimited,6.16,2.32,19,4.52,2.6,21,6.61,2.1,23
13133,unlisted,4.21,1.78,19,3.73,2.25,22,5,2.13,24
13134,unload,5.21,1.9,19,3.24,1.95,21,4.75,2.1,20
13135,unlock,5.55,1.5,20,3.2,1.91,20,6.73,1.49,22
13136,unlucky,2.7,1.84,20,4.62,2.36,21,4.15,2.82,33
13137,unmanned,5.28,1.67,18,3.33,2.11,21,4.05,2.21,20
13138,unmarked,5.5,2.23,18,2.77,1.54,22,4,2.34,23
13139,unmarried,4.72,1.87,18,5.32,2.19,22,6.08,2.62,24
13140,unmistakable,6.1,1.92,21,4.33,2.32,24,5.86,2.03,22
13141,unmitigated,4.75,1.74,20,4.19,2.06,21,4.94,2.28,33
13142,unnamed,4.38,1.32,21,4.05,2.36,22,4.65,1.94,26
13143,unnatural,4.53,1.31,19,5.52,2.27,21,3.78,2.11,23
13144,unnecessary,4.62,1.5,21,3.79,2.43,24,4.16,2.59,19
13145,unnoticed,4.32,1.7,22,3.28,1.84,25,4.25,2.44,24
13146,unofficial,4.45,1.54,20,3.59,2.52,22,5.22,2.5,27
13147,unopened,5.63,1.83,19,3.32,2.38,22,5.18,1.79,28
13148,unorthodox,5.38,2.16,21,3.45,2.61,20,5.32,2.75,22
13149,unpack,5.29,1.68,24,2.9,2.13,20,5.45,2.76,22
13150,unpaid,2.58,1.3,19,5.62,2.6,21,3.35,2.12,23
13151,unparalleled,5.37,2.01,19,3.85,2.21,20,5.65,1.95,20
13152,unpleasant,2.53,1.43,19,4.73,2.8,22,3.54,1.75,28
13153,unpleasantness,2.59,1.3,22,4.36,2.22,25,3.42,2.12,24
13154,unplug,4.8,0.95,20,3.25,1.97,20,5.59,2.09,22
13155,unplugged,4.29,1.45,21,3.25,2.8,24,4.95,2.06,20
13156,unpopular,2.95,1.91,21,4.25,2.29,20,3.48,2.14,21
13157,unprecedented,5.29,1.82,21,4.32,2.77,22,4.78,2.06,27
13158,unpredictable,4.52,2.04,21,4.8,2.61,20,3.9,2.59,21
13159,unprepared,3.11,1.52,19,5.09,2.2,22,3.75,2.13,24
13160,unprofessional,2.71,1.49,21,4.71,2.16,24,3.64,2.34,22
13161,unprotected,3.48,1.81,21,5.35,2.31,23,3.12,2.14,26
13162,unprovoked,4.95,1.96,20,3.62,2.58,24,4.36,2.15,28
13163,unpunished,4.5,1.91,20,5.27,2.37,22,5.36,2.01,22
13164,unqualified,3.48,1.81,21,4.67,1.88,21,4,2.61,25
13165,unquote,5.21,1.44,19,3,2.32,20,4.62,1.93,24
13166,unravel,4.39,1.79,18,4.16,2.57,19,3.84,2.3,25
13167,unreachable,3,1.38,21,3.4,2.04,20,3.5,2.35,20
13168,unreal,4.57,2.09,21,4.9,2.36,20,4.38,2.46,21
13169,unrealistic,3.55,1.39,20,4.39,2.48,18,3.91,1.8,22
13170,unreasonable,3.85,1.73,20,5,2.47,22,5.11,2.24,27
13171,unrelated,4.53,1.54,19,3.18,1.84,22,4.12,1.8,24
13172,unrelenting,3.53,2.04,19,4.86,2.25,22,5.18,2.82,22
13173,unreliable,2.74,1.19,19,4.29,2.17,21,4.22,2.66,23
13174,unremarkable,4.42,2.22,19,3.52,2.04,23,5.53,1.84,19
13175,unrequited,3.79,1.72,19,4.23,2.62,22,3.74,2.53,23
13176,unresolved,3.05,1.28,20,4.61,2.68,18,3.32,1.81,22
13177,unresponsive,2.95,1.76,20,3.94,2.36,18,3.36,1.94,22
13178,unrest,2.63,1.34,19,4.91,2.31,22,3.54,2.13,24
13179,unromantic,2.74,2.18,19,3.55,1.97,22,4.16,1.64,19
13180,unruly,3.39,1.78,23,4.41,2.84,22,4.41,2.29,27
13181,unsafe,2.84,1.83,19,5.17,3.25,24,4,2.26,28
13182,unsanitary,1.79,1.23,19,4.95,2.19,22,2.75,1.65,24
13183,unsatisfied,2.81,1.83,21,4.61,2.57,23,3.9,2.02,21
13184,unsavory,3.05,1.39,20,4.35,2.19,23,3.48,1.86,21
13185,unscheduled,3.74,1.37,19,5.14,2.1,21,3.74,2.45,19
13186,unscrew,4.94,1.66,18,3.2,2.44,20,5.28,2.26,25
13187,unscrupulous,3.2,1.7,20,4.67,2.97,18,4.04,2.31,24
13188,unseen,4.38,1.12,21,4.3,2.01,23,4.71,2.05,21
13189,unselfish,6.84,1.95,19,3.3,2.27,20,6.7,2.34,20
13190,unsolicited,4,1.73,19,3.73,2.16,22,4.22,2.58,23
13191,unsolved,4,1.85,18,5.48,2.06,21,3.48,2.06,21
13192,unsound,4.55,1.79,22,4.05,2.28,22,4.65,1.95,20
13193,unspeakable,3.8,1.06,20,3.9,2.36,20,3.73,2.12,22
13194,unspoken,5.63,1.8,19,3.55,2.22,22,5.55,2.13,22
13195,unstable,3.43,1.85,23,5.05,2.7,22,3.75,2.38,20
13196,unstoppable,5.84,1.42,19,4.82,2.61,22,6.5,3.11,22
13197,unsuccessful,2.33,1.39,21,3.36,2.48,25,3.21,2.32,19
13198,unsuitable,4,1.41,20,4,1.98,22,4.47,2.27,19
13199,unsupervised,5.55,1.79,20,4.36,2.4,22,5.95,2.9,19
13200,unsure,3.37,1.46,19,4.55,2.13,22,3.64,2.38,22
13201,unsuspecting,3.95,1.51,19,3.55,2.54,20,4.05,1.86,22
13202,unsympathetic,3.35,1.73,20,4.3,2.32,20,4.94,2.68,34
13203,untamed,5.89,1.49,19,4.3,2.77,20,4.64,1.97,22
13204,unthinkable,4,1.89,25,4.32,2.66,22,3.8,2.14,20
13205,untidy,3.58,1.12,19,3.67,2,18,4.35,1.97,17
13206,untie,4.95,1.15,20,2.8,1.82,20,5.18,1.71,22
13207,untimely,3.53,1.47,19,4.4,2.21,20,4.25,2.34,20
13208,untold,4.95,1.61,20,4.7,2.23,20,4.92,2.13,26
13209,untouchable,4.25,2.05,20,4.7,2.01,23,5.3,2.96,20
13210,untouched,5.24,2.07,21,3.52,2.16,21,4.81,2.11,21
13211,untraceable,4.85,1.23,20,3.62,2.36,21,5.16,2.78,25
13212,untrained,3.95,1.58,19,4.57,2.29,21,3.85,2.16,20
13213,untroubled,6.21,1.84,42,3.02,2.3,41,6.14,1.67,22
13214,untrue,3.45,1.82,20,4.14,2.78,22,5.12,2.58,26
13215,untrustworthy,2.67,2.03,21,4.8,2.86,20,4.22,2.43,36
13216,unturned,4.91,1.27,22,3.84,2.17,19,5.19,2.04,21
13217,unused,4.75,0.91,20,3,1.65,20,5.32,2.03,22
13218,unusual,5.81,1.97,21,4.15,2.58,20,4.55,2.44,22
13219,unveil,5.61,1.65,18,3.89,2.38,19,5.36,1.82,25
13220,unwanted,2.71,1.55,21,5.1,2.17,20,3.57,2.16,21
13221,unwed,4.8,1.24,20,4.52,2.46,21,5.64,2.58,25
13222,unwelcome,3.5,1.96,20,4.39,2.59,23,3.24,1.95,21
13223,unwell,3.25,1.41,20,4,1.79,21,3.82,2.53,34
13224,unwilling,3.25,1.41,20,4.64,1.99,22,4.5,2.7,20
13225,unwind,5.9,1.89,20,3.62,1.94,21,5.56,2.35,34
13226,unwise,3.84,2.06,19,4.52,2.15,23,4.95,2.34,19
13227,unworthy,2.79,1.72,19,4.24,2.47,21,3.45,2.56,20
13228,unwrap,5.48,1.83,21,4.29,2.55,21,6.35,2.06,23
13229,unwritten,4.21,1.44,19,3.24,2.02,21,5.1,1.89,20
13230,unzip,5.32,1.45,19,4.22,2.13,18,6.24,2.22,17
13231,upbeat,7.14,1.62,21,4.92,2.38,25,7.5,1.92,18
13232,upbringing,6.32,1.34,19,4.27,2.43,22,4.68,2.32,22
13233,upcoming,6.63,1.42,19,4.5,1.88,20,5.25,1.8,24
13234,update,5.85,1.6,20,3.89,2.59,18,5.71,2.05,24
13235,upgrade,7.11,1.1,19,4.14,2.53,22,6.7,2.07,27
13236,uphold,5.25,1.12,20,3.89,2.35,18,6.39,2.27,23
13237,upholstery,5.32,1.16,19,3.12,2.19,24,5.61,2.18,28
13238,upkeep,5.14,2.17,21,4.44,2.2,25,6.05,2.52,22
13239,uplifting,6.95,1.78,19,4.7,2.45,20,6.75,1.85,24
13240,uplink,5.35,1.14,20,4.05,2.46,20,5.5,1.92,26
13241,upload,6.6,1.54,20,3.6,2.24,25,6.84,1.54,19
13242,upper,5.7,1.42,20,3.52,2.68,21,6.33,2.04,27
13243,uppercut,4.55,1.57,20,5.48,2.14,21,5.57,1.94,21
13244,uppity,4.65,1.73,20,4.74,2.26,23,5.43,2.15,28
13245,upright,5.11,1.88,19,3.29,2.01,24,6.11,2.23,28
13246,uprising,4.33,2.06,21,5.65,2.66,20,5,2.1,21
13247,uproar,4.21,2.46,19,5.48,2.35,23,4.63,1.86,19
13248,upscale,5.45,1.43,20,3.82,1.68,22,6.16,2.06,19
13249,upset,2.45,1.05,20,4.49,2.67,45,4.3,2.51,60
13250,upstanding,6.05,2.03,22,3.3,2.36,20,6.95,2.37,20
13251,upstart,4.6,0.94,20,4.45,1.95,22,6.11,2,19
13252,uptight,3.16,1.54,19,4.09,3.01,22,4.54,2.25,28
13253,upward,5.81,2.46,21,4.43,2.62,21,5.5,1.99,20
13254,uranium,4.1,1.67,21,3.96,2.03,23,3.92,1.55,26
13255,urban,4.95,2.66,19,4.41,2.84,22,4.5,1.82,28
13256,urchin,4.73,1.45,22,4,2.1,21,4.68,1.96,22
13257,urge,5.11,1.66,19,5.29,2.45,21,4.5,1.93,20
13258,urgency,5.05,2.18,21,6.25,3.06,20,5,2.38,36
13259,urgent,4.21,1.44,19,5.71,1.76,21,5.35,2.52,23
13260,urinal,2.8,1.88,20,3.62,2.91,21,4.12,2.28,25
13261,urinate,4.14,2.2,21,3.95,2.24,20,4.95,2.48,21
13262,urination,3.62,1.94,21,4.4,2.52,20,5,2.52,25
13263,urine,2.9,1.8,20,4.38,2.28,42,4.55,2.4,22
13264,urn,3.37,1.5,19,2.9,2.14,21,4.15,2.52,20
13265,usable,5.58,2.06,24,3.43,2.13,23,6.11,2,18
13266,usage,5.1,1.34,21,2.5,1.82,22,6.04,1.99,27
13267,use,5.18,1.4,22,4.19,2.66,21,5,2.2,18
13268,useful,7.1,1.25,20,3.82,1.99,22,6.81,1.77,42
13269,usefulness,5.4,2.48,20,4.5,2.04,22,5.95,2.33,20
13270,useless,2.8,1.44,40,4.39,2.42,41,4.65,2.7,20
13271,user,3.67,2.09,18,3.21,2.39,19,5.56,2.26,25
13272,usher,5.39,1.59,23,3.95,2.65,21,5.8,2.07,20
13273,usual,5.48,1.86,21,3.2,1.94,20,6.58,2.22,19
13274,utensil,5.36,1.89,22,2.95,1.84,41,6.62,2.13,47
13275,uterus,4.79,1.55,19,4.82,2.46,22,5.23,1.88,22
13276,utility,4.82,1.74,22,4.22,1.96,18,5.3,1.87,20
13277,utilize,5.26,1.52,19,4.33,2.48,21,6.25,2,20
13278,utmost,6.81,1.66,21,3.1,1.97,20,5.59,2.75,22
13279,utter,4.76,1.58,21,3.9,2.34,20,5.33,2.39,21
13280,vacancy,5.05,1.47,20,3.68,2.21,22,5.21,2.18,19
13281,vacant,4.64,1.92,22,2.86,1.55,22,5.4,2.37,20
13282,vacate,4.1,2.25,20,4.9,2.45,20,4.67,2.44,21
13283,vacation,8.53,0.77,19,5.22,2.92,49,7.11,2.03,47
13284,vaccination,4.56,1.85,18,4.62,2.42,21,5.2,2.44,20
13285,vaccine,6.48,2.14,21,6.45,1.96,20,5,2.56,36
13286,vacuum,5.38,1.91,21,4.63,1.95,19,6.52,2.06,21
13287,vagabond,3.32,1.77,19,4.55,2.22,22,3.83,2.14,24
13288,vagina,6,2.66,41,5.83,2.59,42,5.07,2.68,61
13289,vaginal,5.67,2.03,21,5.71,1.98,21,4.64,2.33,25
13290,vagrancy,3.43,1.43,21,5.72,1.56,18,4.32,2.39,25
13291,vagrant,2.63,1.42,19,3.82,2.13,22,3.92,2.15,24
13292,vague,4.29,1.31,21,3.61,2.46,23,4.19,2.25,26
13293,valance,5.05,1.43,20,3.73,2.07,22,5.86,1.59,21
13294,vale,5.32,2.06,19,3,2.23,22,5.16,1.34,19
13295,valedictorian,6.32,1.86,19,4.43,2.52,21,6.88,2.25,24
13296,valentine,6.4,2.3,42,4.79,2.37,43,6.29,2.57,17
13297,valet,5.14,1.62,21,4.29,2.39,24,6.1,2.34,20
13298,valiant,6.21,1.51,19,4.9,2.51,21,6.17,2.1,23
13299,valid,6.05,1.05,20,4,2.41,21,6.64,1.82,25
13300,validate,6.5,1.7,20,4.05,1.88,21,5.71,2.1,21
13301,validation,5.7,1.53,20,4.2,2.31,20,6.44,1.29,25
13302,validity,5.38,1.43,21,2.73,2,22,6.56,1.97,27
13303,valium,4.64,1.89,22,2.67,1.93,21,3.86,2.14,22
13304,valley,6.22,1.44,18,2.7,1.84,20,5.12,2.17,25
13305,valor,5.57,1.83,21,3.67,2.75,24,6.7,2.25,20
13306,valuable,7.17,1.42,18,3.85,2.32,20,6.04,2.09,25
13307,valuables,5.91,2.14,22,5.05,2.46,21,6.47,1.93,19
13308,value,7.18,1.47,22,5.79,2.12,19,6.24,2.07,21
13309,valve,5.1,0.97,20,3.84,2.06,19,6.12,1.97,26
13310,vamoose,4.38,1.4,21,4.86,2.15,21,5.12,2.39,25
13311,vamp,5,1.83,19,5.3,2.08,20,4.1,2.12,21
13312,vampire,4.05,2.49,40,5.17,2.28,42,3.6,1.93,20
13313,van,4.43,1.75,21,4.35,2.12,23,5.35,1.73,17
13314,vandal,2.32,1.38,19,4.84,2.6,44,3.25,2.11,24
13315,vandalism,1.9,1.14,21,4.67,2.44,24,3.45,2.52,22
13316,vanguard,5.17,1.76,18,3.2,2.4,20,4.8,1.94,25
13317,vanilla,7.42,1.26,19,3.62,2.42,21,5.74,1.84,23
13318,vanish,3.86,2.01,22,5.05,1.99,21,4.33,2.3,33
13319,vanishing,3.56,1.55,16,4.74,2.47,19,4.36,1.78,25
13320,vanity,4.46,2.09,41,3.77,2.29,22,5.45,2.54,22
13321,vanquish,4.72,2.02,18,5.05,2.48,20,5.29,2.2,24
13322,vanquished,4.18,1.94,22,5.52,1.93,23,4.53,2.44,19
13323,vanquishing,5.29,1.76,24,4.4,2.14,20,5.1,1.95,21
13324,vantage,5.95,1.32,20,3.15,2.13,20,5.73,1.91,22
13325,vapor,4.68,1.63,19,3.24,2.19,21,5.32,2.06,22
13326,variable,5.29,1.65,21,3.65,2.3,20,5.21,2.44,19
13327,variation,5.53,1.01,17,3.9,1.76,21,5.57,2.09,23
13328,variety,6.41,1.26,22,5.16,2.5,19,5.76,2.14,21
13329,various,5.52,1.44,21,3.82,1.87,22,4.86,1.74,21
13330,varmint,3.65,1.93,20,4.56,2.5,18,4.12,1.92,24
13331,varnish,4.89,0.94,19,3.43,1.91,21,5.45,2.34,22
13332,varsity,5.36,1.53,22,3.55,2.4,22,6,1.83,19
13333,vary,4.5,1.47,22,3.59,1.97,22,5.75,2.12,20
13334,varying,5.35,1.35,20,5.3,2.23,20,4.58,1.84,26
13335,vascular,3.89,2.05,19,4.55,1.92,22,4.88,1.78,24
13336,vase,5.77,1.27,22,3.57,2.48,23,6.11,1.82,19
13337,vasectomy,4.83,2.53,18,5.79,2.39,19,4.44,2.69,25
13338,vassal,4.89,1.82,19,3.82,1.89,22,5.5,2.04,22
13339,vast,5.68,1.84,22,4.71,2.76,21,5.45,2.37,20
13340,vat,4.61,1.91,18,3.25,2.34,20,4.96,2.05,24
13341,vault,5.84,2.03,19,2.86,2.17,22,5.25,1.88,28
13342,veal,4.81,2.23,21,3.86,1.49,21,4.8,2.6,25
13343,vector,4.57,1.25,21,3.52,1.78,21,4.8,1.98,25
13344,veer,4.63,1.5,19,4.2,2.61,20,4.57,1.85,23
13345,vegan,4.42,1.74,19,3.11,2.22,18,5.33,2.81,24
13346,vegetable,6.79,1.55,19,3.75,2.83,20,5.17,2.08,24
13347,vegetarian,5.25,2.34,20,3.45,2.78,20,6,2.96,22
13348,vegetation,6.19,2.18,21,3.8,2.71,20,5.67,2.44,21
13349,vegetative,3.48,2.5,21,3.37,2.34,19,3.64,2.7,22
13350,veggie,6.47,1.98,19,3.09,2.14,22,6.24,1.79,21
13351,vehicle,6,1.56,19,4.68,2.23,22,5.8,2.24,20
13352,veil,5.42,1.12,19,3.83,2.01,18,4.94,2.16,17
13353,veiled,4.14,1.25,22,3.32,1.97,19,5.18,2.11,22
13354,vein,5.11,1.41,19,3.7,2.49,20,4.57,1.88,23
13355,velocity,5.59,1.44,22,5.74,2.16,19,6.14,2.08,21
13356,velour,5.65,1.6,20,4,2.43,21,5.26,2.4,34
13357,velvet,6.3,1.98,20,4.53,3.06,19,6,1.83,26
13358,vendetta,3.19,1.94,21,5.85,1.9,20,5.24,2.05,21
13359,vending,5.7,1.98,20,3.62,2.31,21,4.76,1.85,25
13360,vendor,5.29,1.45,21,3.82,2.17,22,5.5,1.47,22
13361,veneer,5.42,2.17,19,4.21,2.02,24,5.14,2.29,22
13362,venereal,2.95,1.87,19,4.58,2.43,24,4.14,2.52,28
13363,venetian,5.8,1.24,20,4,2.07,21,4.85,2.49,34
13364,vengeance,2.53,1.61,19,5.23,2.45,22,4.04,1.92,24
